UF;Ano;Idade;Mulheres;Filhos tidos no ultimo ano
Amapá;2012;35 a 39 anos;25954;1069
Amapá;2012;40 a 44 anos;20725;305
Amapá;2012;45 a 49 anos;15894;18
Amapá;2012;50 a 54 anos;12374;3
Amapá;2012;55 a 59 anos;9404;1
Amapá;2013;10 a 14 anos;41100;302
Amapá;2013;15 a 19 anos;39663;4090
Amapá;2013;20 a 24 anos;37099;4786
Amapá;2013;25 a 29 anos;35165;3637
Amapá;2013;30 a 34 anos;32016;2481
Amapá;2013;35 a 39 anos;26982;1203
Amapá;2013;40 a 44 anos;21824;315
Amapá;2013;45 a 49 anos;16748;25
Amapá;2013;50 a 54 anos;12930;1
Amapá;2013;55 a 59 anos;9968;0
Amapá;2014;10 a 14 anos;41105;316,0179903
Amapá;2014;15 a 19 anos;40364;4323,246114
Amapá;2014;20 a 24 anos;37879;4927,280501
Amapá;2014;25 a 29 anos;35759;3820,217478
Amapá;2014;30 a 34 anos;33102;2575,146598
Amapá;2014;35 a 39 anos;28026;1207,068716
Amapá;2014;40 a 44 anos;22926;362,0206092
Amapá;2014;45 a 49 anos;17653;34,00193567
Amapá;2014;50 a 54 anos;13531;0
Amapá;2014;55 a 59 anos;10522;1,000056931
Amapá;2015;10 a 14 anos;40713;281,0821878
Amapá;2015;15 a 19 anos;40913;4141,21088
Amapá;2015;20 a 24 anos;38681;4651,360047
Amapá;2015;25 a 29 anos;36402;3691,079263
Amapá;2015;30 a 34 anos;34061;2640,772156
Amapá;2015;35 a 39 anos;29100;1323,386955
Amapá;2015;40 a 44 anos;24016;347,1014917
Amapá;2015;45 a 49 anos;18598;22,00643463
Amapá;2015;50 a 54 anos;14195;2,000584966
Amapá;2015;55 a 59 anos;11072;0
Amapá;2016;10 a 14 anos;40145;242,0287274
Amapá;2016;15 a 19 anos;41587;4015,476614
Amapá;2016;20 a 24 anos;39494;4662,553419
Amapá;2016;25 a 29 anos;37082;3614,429012
Amapá;2016;30 a 34 anos;34887;2582,306505
Amapá;2016;35 a 39 anos;30205;1361,161562
Amapá;2016;40 a 44 anos;25086;348,0413105
Amapá;2016;45 a 49 anos;19589;24,002849
Amapá;2016;50 a 54 anos;14922;0
Amapá;2016;55 a 59 anos;11611;0
Amapá;2017;10 a 14 anos;39709;244,0290597
Amapá;2017;15 a 19 anos;41950;3765,448401
Amapá;2017;20 a 24 anos;40311;4508,53689
Amapá;2017;25 a 29 anos;37783;3655,4353
Amapá;2017;30 a 34 anos;35566;2713,323111
Amapá;2017;35 a 39 anos;31357;1449,172572
Amapá;2017;40 a 44 anos;26122;432,05145
Amapá;2017;45 a 49 anos;20640;26,00309653
Amapá;2017;50 a 54 anos;15708;1,000119097
Amapá;2017;55 a 59 anos;12139;0
Amapá;2018;10 a 14 anos;39365;240,0137623
Amapá;2018;15 a 19 anos;42188;3863,221515
Amapá;2018;20 a 24 anos;41097;4834,277195
Amapá;2018;25 a 29 anos;38512;3720,213315
Amapá;2018;30 a 34 anos;36149;2771,158897
Amapá;2018;35 a 39 anos;32510;1580,090602
Amapá;2018;40 a 44 anos;27139;393,0225357
Amapá;2018;45 a 49 anos;21723;37,00212168
Amapá;2018;50 a 54 anos;16549;1,000057343
Amapá;2018;55 a 59 anos;12679;0
Amapá;2019;10 a 14 anos;39421;216,0127803
Amapá;2019;15 a 19 anos;42175;3494,206733
Amapá;2019;20 a 24 anos;41774;4711,278741
Amapá;2019;25 a 29 anos;39267;3682,217857
Amapá;2019;30 a 34 anos;36724;2789,16502
Amapá;2019;35 a 39 anos;33581;1539,09106
Amapá;2019;40 a 44 anos;28170;443,0262115
Amapá;2019;45 a 49 anos;22813;24,00142003
Amapá;2019;50 a 54 anos;17436;1,000059168
Amapá;2019;55 a 59 anos;13267;2,000118336
Tocantins;2011;10 a 14 anos;70798;344
Tocantins;2011;15 a 19 anos;70040;5735
Tocantins;2011;20 a 24 anos;66770;7533
Tocantins;2011;25 a 29 anos;64149;5972
Tocantins;2011;30 a 34 anos;60036;3412
Tocantins;2011;35 a 39 anos;49514;1325
Tocantins;2011;40 a 44 anos;43548;295
Tocantins;2011;45 a 49 anos;36647;27
Tocantins;2011;50 a 54 anos;29967;3
Tocantins;2011;55 a 59 anos;24095;0
Tocantins;2012;10 a 14 anos;69859;353
Tocantins;2012;15 a 19 anos;70642;5452
Tocantins;2012;20 a 24 anos;67269;7031
Tocantins;2012;25 a 29 anos;64646;5812
Tocantins;2012;30 a 34 anos;61254;3545
Tocantins;2012;35 a 39 anos;51787;1381
Tocantins;2012;40 a 44 anos;44279;298
Tocantins;2012;45 a 49 anos;38092;20
Tocantins;2012;50 a 54 anos;31053;5
Tocantins;2012;55 a 59 anos;25043;0
Tocantins;2013;10 a 14 anos;68985;310
Tocantins;2013;15 a 19 anos;71180;5428
Tocantins;2013;20 a 24 anos;67808;6691
Tocantins;2013;25 a 29 anos;65072;5740
Tocantins;2013;30 a 34 anos;62166;3671
Tocantins;2013;35 a 39 anos;54267;1482
Tocantins;2013;40 a 44 anos;44984;341
Tocantins;2013;45 a 49 anos;39549;25
Tocantins;2013;50 a 54 anos;32171;0
Tocantins;2013;55 a 59 anos;26010;0
Tocantins;2014;10 a 14 anos;68058;354
Tocantins;2014;15 a 19 anos;71478;5506
Tocantins;2014;20 a 24 anos;68364;7019
Tocantins;2014;25 a 29 anos;65482;5624
Tocantins;2014;30 a 34 anos;62922;3944
Tocantins;2014;35 a 39 anos;56592;1670
Tocantins;2014;40 a 44 anos;45968;319
Tocantins;2014;45 a 49 anos;40877;20
Tocantins;2014;50 a 54 anos;33352;2
Tocantins;2014;55 a 59 anos;27005;0
Tocantins;2015;10 a 14 anos;67354;318
Tocantins;2015;15 a 19 anos;71437;5379
Tocantins;2015;20 a 24 anos;68916;6872
Tocantins;2015;25 a 29 anos;65907;5798
Tocantins;2015;30 a 34 anos;63622;4019
Tocantins;2015;35 a 39 anos;58536;1839
Tocantins;2015;40 a 44 anos;47398;359
Tocantins;2015;45 a 49 anos;42009;23
Tocantins;2015;50 a 54 anos;34606;2
Tocantins;2015;55 a 59 anos;28034;0
Tocantins;2016;10 a 14 anos;67296;301
Tocantins;2016;15 a 19 anos;70845;4868
Tocantins;2016;20 a 24 anos;69473;6514
Tocantins;2016;25 a 29 anos;66370;5591
Tocantins;2016;30 a 34 anos;64226;3934
Tocantins;2016;35 a 39 anos;60128;1743
Tocantins;2016;40 a 44 anos;49231;396
Tocantins;2016;45 a 49 anos;42959;20
Tocantins;2016;50 a 54 anos;35938;2
Tocantins;2016;55 a 59 anos;29083;0
Tocantins;2017;10 a 14 anos;66946;277
Tocantins;2017;15 a 19 anos;69909;4842
Tocantins;2017;20 a 24 anos;70087;6688
Tocantins;2017;25 a 29 anos;66874;5774
Tocantins;2017;30 a 34 anos;64724;4312
Tocantins;2017;35 a 39 anos;61340;1980
Tocantins;2017;40 a 44 anos;51489;439
Tocantins;2017;45 a 49 anos;43693;26
Tocantins;2017;50 a 54 anos;37366;0
Tocantins;2017;55 a 59 anos;30153;0
Tocantins;2018;10 a 14 anos;66209;291
Tocantins;2018;15 a 19 anos;69038;4627
Tocantins;2018;20 a 24 anos;70633;6893
Tocantins;2018;25 a 29 anos;67422;5843
Tocantins;2018;30 a 34 anos;65153;4433
Tocantins;2018;35 a 39 anos;62248;2306
Tocantins;2018;40 a 44 anos;53949;525
Tocantins;2018;45 a 49 anos;44403;23
Tocantins;2018;50 a 54 anos;38806;1
Tocantins;2018;55 a 59 anos;31252;0
Tocantins;2019;10 a 14 anos;65581;236
Tocantins;2019;15 a 19 anos;68113;4290
Tocantins;2019;20 a 24 anos;70941;6552
Tocantins;2019;25 a 29 anos;67985;5737
Tocantins;2019;30 a 34 anos;65563;4407
Tocantins;2019;35 a 39 anos;63002;2258
Tocantins;2019;40 a 44 anos;56259;527
Tocantins;2019;45 a 49 anos;45385;25
Tocantins;2019;50 a 54 anos;40119;1
Tocantins;2019;55 a 59 anos;32413;1
Maranhão;2011;10 a 14 anos;357032;1923
Maranhão;2011;15 a 19 anos;344696;28888
Maranhão;2011;20 a 24 anos;332441;39498
Maranhão;2011;25 a 29 anos;309772;27252
Maranhão;2011;30 a 34 anos;266730;13797
Maranhão;2011;35 a 39 anos;215370;5517
Maranhão;2011;40 a 44 anos;187817;1485
Maranhão;2011;45 a 49 anos;163766;147
Maranhão;2011;50 a 54 anos;138677;18
Maranhão;2011;55 a 59 anos;117229;4
Maranhão;2012;10 a 14 anos;347751;1775
Maranhão;2012;15 a 19 anos;347163;27671
Maranhão;2012;20 a 24 anos;329689;36718
Maranhão;2012;25 a 29 anos;312784;26627
Maranhão;2012;30 a 34 anos;274689;14059
Maranhão;2012;35 a 39 anos;223701;5513
Maranhão;2012;40 a 44 anos;190486;1393
Maranhão;2012;45 a 49 anos;167746;162
Maranhão;2012;50 a 54 anos;142129;13
Maranhão;2012;55 a 59 anos;119833;2
Maranhão;2013;10 a 14 anos;342428;1778
Maranhão;2013;15 a 19 anos;350179;27404
Maranhão;2013;20 a 24 anos;326860;34909
Maranhão;2013;25 a 29 anos;314620;26494
Maranhão;2013;30 a 34 anos;281908;14972
Maranhão;2013;35 a 39 anos;232937;5725
Maranhão;2013;40 a 44 anos;193353;1452
Maranhão;2013;45 a 49 anos;171706;122
Maranhão;2013;50 a 54 anos;145783;15
Maranhão;2013;55 a 59 anos;122308;9
Maranhão;2014;10 a 14 anos;338992;1754
Maranhão;2014;15 a 19 anos;352019;27785
Maranhão;2014;20 a 24 anos;325002;34913
Maranhão;2014;25 a 29 anos;315191;27044
Maranhão;2014;30 a 34 anos;288232;15698
Maranhão;2014;35 a 39 anos;242318;6404
Maranhão;2014;40 a 44 anos;197302;1479
Maranhão;2014;45 a 49 anos;175418;133
Maranhão;2014;50 a 54 anos;149530;20
Maranhão;2014;55 a 59 anos;124923;3
Maranhão;2015;10 a 14 anos;336581;1690
Maranhão;2015;15 a 19 anos;351646;28104
Maranhão;2015;20 a 24 anos;324720;33867
Maranhão;2015;25 a 29 anos;314473;27195
Maranhão;2015;30 a 34 anos;293556;16514
Maranhão;2015;35 a 39 anos;251313;6805
Maranhão;2015;40 a 44 anos;202855;1565
Maranhão;2015;45 a 49 anos;178793;136
Maranhão;2015;50 a 54 anos;153304;11
Maranhão;2015;55 a 59 anos;127836;4
Maranhão;2016;10 a 14 anos;338227;1614
Maranhão;2016;15 a 19 anos;346429;26163
Maranhão;2016;20 a 24 anos;325868;32093
Maranhão;2016;25 a 29 anos;312815;24822
Maranhão;2016;30 a 34 anos;297817;15749
Maranhão;2016;35 a 39 anos;259877;6478
Maranhão;2016;40 a 44 anos;209800;1486
Maranhão;2016;45 a 49 anos;181877;109
Maranhão;2016;50 a 54 anos;157143;16
Maranhão;2016;55 a 59 anos;131004;5
Maranhão;2017;10 a 14 anos;340851;1505
Maranhão;2017;15 a 19 anos;337343;25954
Maranhão;2017;20 a 24 anos;328630;32588
Maranhão;2017;25 a 29 anos;310402;25429
Maranhão;2017;30 a 34 anos;300999;16627
Maranhão;2017;35 a 39 anos;267865;7344
Maranhão;2017;40 a 44 anos;218103;1588
Maranhão;2017;45 a 49 anos;184585;128
Maranhão;2017;50 a 54 anos;161107;7
Maranhão;2017;55 a 59 anos;134423;3
Maranhão;2018;10 a 14 anos;337686;1537
Maranhão;2018;15 a 19 anos;332211;25804
Maranhão;2018;20 a 24 anos;331936;33417
Maranhão;2018;25 a 29 anos;307911;26247
Maranhão;2018;30 a 34 anos;303020;17983
Maranhão;2018;35 a 39 anos;275125;8225
Maranhão;2018;40 a 44 anos;227297;1805
Maranhão;2018;45 a 49 anos;187496;124
Maranhão;2018;50 a 54 anos;165052;13
Maranhão;2018;55 a 59 anos;138034;1
Maranhão;2019;10 a 14 anos;330002;1392
Maranhão;2019;15 a 19 anos;328963;24077
Maranhão;2019;20 a 24 anos;334069;32344
Maranhão;2019;25 a 29 anos;306387;25270
Maranhão;2019;30 a 34 anos;303783;17699
Maranhão;2019;35 a 39 anos;281501;8589
Maranhão;2019;40 a 44 anos;236640;1838
Maranhão;2019;45 a 49 anos;191462;119
Maranhão;2019;50 a 54 anos;168758;6
Maranhão;2019;55 a 59 anos;141739;1
Piauí;2011;10 a 14 anos;154344;651,0123088
Piauí;2011;15 a 19 anos;151212;10796,20413
Piauí;2011;20 a 24 anos;152795;16014,30279
Piauí;2011;25 a 29 anos;143096;13434,254
Piauí;2011;30 a 34 anos;131438;7859,148594
Piauí;2011;35 a 39 anos;111012;3231,06109
Piauí;2011;40 a 44 anos;100937;826,0156176
Piauí;2011;45 a 49 anos;91666;69,00130462
Piauí;2011;50 a 54 anos;79027;7,000132353
Piauí;2011;55 a 59 anos;67502;2,000037815
Piauí;2012;10 a 14 anos;153030;595,0235886
Piauí;2012;15 a 19 anos;151130;10432,41357
Piauí;2012;20 a 24 anos;150315;14839,58829
Piauí;2012;25 a 29 anos;144033;12685,50289
Piauí;2012;30 a 34 anos;133090;7659,303639
Piauí;2012;35 a 39 anos;114676;3351,13285
Piauí;2012;40 a 44 anos;101623;825,0327069
Piauí;2012;45 a 49 anos;93383;52,00206153
Piauí;2012;50 a 54 anos;81163;7,000277513
Piauí;2012;55 a 59 anos;69128;2,00007929
Piauí;2013;10 a 14 anos;149875;592
Piauí;2013;15 a 19 anos;151421;10067
Piauí;2013;20 a 24 anos;147593;13543
Piauí;2013;25 a 29 anos;144821;12500
Piauí;2013;30 a 34 anos;134103;8080
Piauí;2013;35 a 39 anos;118756;3354
Piauí;2013;40 a 44 anos;102358;792
Piauí;2013;45 a 49 anos;94966;76
Piauí;2013;50 a 54 anos;83346;7
Piauí;2013;55 a 59 anos;70720;2
Piauí;2014;10 a 14 anos;146366;555
Piauí;2014;15 a 19 anos;151507;10502
Piauí;2014;20 a 24 anos;145329;13377
Piauí;2014;25 a 29 anos;144929;12896
Piauí;2014;30 a 34 anos;134898;8483
Piauí;2014;35 a 39 anos;122615;3693
Piauí;2014;40 a 44 anos;103633;879
Piauí;2014;45 a 49 anos;96359;66
Piauí;2014;50 a 54 anos;85443;4
Piauí;2014;55 a 59 anos;72407;2
Piauí;2015;10 a 14 anos;143719;614
Piauí;2015;15 a 19 anos;151022;10573
Piauí;2015;20 a 24 anos;143943;13410
Piauí;2015;25 a 29 anos;144050;13034
Piauí;2015;30 a 34 anos;135718;9176
Piauí;2015;35 a 39 anos;125850;3976
Piauí;2015;40 a 44 anos;105737;873
Piauí;2015;45 a 49 anos;97552;54
Piauí;2015;50 a 54 anos;87376;4
Piauí;2015;55 a 59 anos;74260;0
Piauí;2016;10 a 14 anos;139691;600
Piauí;2016;15 a 19 anos;151366;10069
Piauí;2016;20 a 24 anos;143282;13068
Piauí;2016;25 a 29 anos;142422;11971
Piauí;2016;30 a 34 anos;136578;8888
Piauí;2016;35 a 39 anos;128401;4108
Piauí;2016;40 a 44 anos;108598;927
Piauí;2016;45 a 49 anos;98540;53
Piauí;2016;50 a 54 anos;89182;6
Piauí;2016;55 a 59 anos;76242;1
Piauí;2017;10 a 14 anos;135986;562
Piauí;2017;15 a 19 anos;150107;9771
Piauí;2017;20 a 24 anos;143329;13301
Piauí;2017;25 a 29 anos;140126;12412
Piauí;2017;30 a 34 anos;137614;9685
Piauí;2017;35 a 39 anos;130091;4401
Piauí;2017;40 a 44 anos;112260;959
Piauí;2017;45 a 49 anos;99255;54
Piauí;2017;50 a 54 anos;90897;2
Piauí;2017;55 a 59 anos;78350;0
Piauí;2018;10 a 14 anos;133272;491,0093977
Piauí;2018;15 a 19 anos;147008;9528,182365
Piauí;2018;20 a 24 anos;143748;13528,25892
Piauí;2018;25 a 29 anos;137589;12269,23483
Piauí;2018;30 a 34 anos;138505;10204,1953
Piauí;2018;35 a 39 anos;131146;5051,096675
Piauí;2018;40 a 44 anos;116335;1117,021379
Piauí;2018;45 a 49 anos;100018;55,00105269
Piauí;2018;50 a 54 anos;92481;4,000076559
Piauí;2018;55 a 59 anos;80505;0
Piauí;2019;10 a 14 anos;130165;434
Piauí;2019;15 a 19 anos;143556;8719
Piauí;2019;20 a 24 anos;143962;13015
Piauí;2019;25 a 29 anos;135506;11686
Piauí;2019;30 a 34 anos;138719;10156
Piauí;2019;35 a 39 anos;131986;5173
Piauí;2019;40 a 44 anos;120191;1197
Piauí;2019;45 a 49 anos;101313;73
Piauí;2019;50 a 54 anos;93880;10
Piauí;2019;55 a 59 anos;82577;0
Ceará;2011;10 a 14 anos;411736;1410,07671
Ceará;2011;15 a 19 anos;426463;25129,36707
Ceará;2011;20 a 24 anos;422918;34838,89529
Ceará;2011;25 a 29 anos;390381;31853,73289
Ceará;2011;30 a 34 anos;349936;21865,1895
Ceará;2011;35 a 39 anos;308113;10418,56679
Ceará;2011;40 a 44 anos;289112;2895,157501
Ceará;2011;45 a 49 anos;261405;243,0132203
Ceará;2011;50 a 54 anos;211366;10,00054404
Ceará;2011;55 a 59 anos;175780;1,000054404
Ceará;2012;10 a 14 anos;398751;1503,071092
Ceará;2012;15 a 19 anos;426729;24965,1808
Ceará;2012;20 a 24 anos;422102;33530,58592
Ceará;2012;25 a 29 anos;397147;30817,4576
Ceará;2012;30 a 34 anos;356846;22121,04628
Ceará;2012;35 a 39 anos;314986;10693,50578
Ceará;2012;40 a 44 anos;291096;2989,14138
Ceará;2012;45 a 49 anos;267726;220,010406
Ceará;2012;50 a 54 anos;220698;15,0007095
Ceará;2012;55 a 59 anos;179965;0
Ceará;2013;10 a 14 anos;383913;1385
Ceará;2013;15 a 19 anos;426625;24623
Ceará;2013;20 a 24 anos;420203;32482
Ceará;2013;25 a 29 anos;403372;30388
Ceará;2013;30 a 34 anos;363452;22526
Ceará;2013;35 a 39 anos;322850;10701
Ceará;2013;40 a 44 anos;292833;2705
Ceará;2013;45 a 49 anos;273106;201
Ceará;2013;50 a 54 anos;230565;13
Ceará;2013;55 a 59 anos;184630;1
Ceará;2014;10 a 14 anos;369162;1449,134984
Ceará;2014;15 a 19 anos;424077;25196,34699
Ceará;2014;20 a 24 anos;418383;32727,04846
Ceará;2014;25 a 29 anos;408178;31916,97301
Ceará;2014;30 a 34 anos;370080;22923,13525
Ceará;2014;35 a 39 anos;330900;11392,06115
Ceará;2014;40 a 44 anos;295397;2991,278632
Ceará;2014;45 a 49 anos;277630;212,0197493
Ceará;2014;50 a 54 anos;239931;15,00139735
Ceará;2014;55 a 59 anos;190271;3,000279471
Ceará;2015;10 a 14 anos;358094;1420,096299
Ceará;2015;15 a 19 anos;417923;24370,65261
Ceará;2015;20 a 24 anos;417291;33846,29517
Ceará;2015;25 a 29 anos;411031;32868,22884
Ceará;2015;30 a 34 anos;376880;24558,66536
Ceará;2015;35 a 39 anos;338610;12341,83692
Ceará;2015;40 a 44 anos;299456;3064,207788
Ceará;2015;45 a 49 anos;281418;229,0155299
Ceará;2015;50 a 54 anos;248133;20,00135632
Ceará;2015;55 a 59 anos;197137;2,000135632
Ceará;2016;10 a 14 anos;350817;1335,021128
Ceará;2016;15 a 19 anos;407930;22720,35956
Ceará;2016;20 a 24 anos;416808;33497,53012
Ceará;2016;25 a 29 anos;412158;30189,47777
Ceará;2016;30 a 34 anos;383693;23421,37066
Ceará;2016;35 a 39 anos;346010;12002,18994
Ceará;2016;40 a 44 anos;304891;3015,047715
Ceará;2016;45 a 49 anos;284408;181,0028645
Ceará;2016;50 a 54 anos;255341;11,00017409
Ceará;2016;55 a 59 anos;205127;0
Ceará;2017;10 a 14 anos;344672;1201
Ceará;2017;15 a 19 anos;395038;21545
Ceará;2017;20 a 24 anos;417236;33517
Ceará;2017;25 a 29 anos;411525;30484
Ceará;2017;30 a 34 anos;390546;24686
Ceará;2017;35 a 39 anos;352948;12998
Ceará;2017;40 a 44 anos;311767;3201
Ceará;2017;45 a 49 anos;286441;204
Ceará;2017;50 a 54 anos;261632;15
Ceará;2017;55 a 59 anos;214293;1
Ceará;2018;10 a 14 anos;340224;1133
Ceará;2018;15 a 19 anos;380297;20486
Ceará;2018;20 a 24 anos;417292;33793
Ceará;2018;25 a 29 anos;409809;31472
Ceará;2018;30 a 34 anos;396858;26514
Ceará;2018;35 a 39 anos;359587;14367
Ceará;2018;40 a 44 anos;319620;3569
Ceará;2018;45 a 49 anos;288237;190
Ceará;2018;50 a 54 anos;267002;12
Ceará;2018;55 a 59 anos;223977;4
Ceará;2019;10 a 14 anos;336832;1013
Ceará;2019;15 a 19 anos;365642;18736
Ceará;2019;20 a 24 anos;414909;32453
Ceará;2019;25 a 29 anos;408171;30801
Ceará;2019;30 a 34 anos;401757;27175
Ceará;2019;35 a 39 anos;366250;14916
Ceará;2019;40 a 44 anos;327661;3841
Ceará;2019;45 a 49 anos;290849;212
Ceará;2019;50 a 54 anos;271534;6
Ceará;2019;55 a 59 anos;233176;3
Rio Grande do Norte;2011;10 a 14 anos;144077;599
Rio Grande do Norte;2011;15 a 19 anos;148439;9432
Rio Grande do Norte;2011;20 a 24 anos;155989;13613
Rio Grande do Norte;2011;25 a 29 anos;149731;12052
Rio Grande do Norte;2011;30 a 34 anos;134048;8205
Rio Grande do Norte;2011;35 a 39 anos;118613;3801
Rio Grande do Norte;2011;40 a 44 anos;113918;957
Rio Grande do Norte;2011;45 a 49 anos;104364;59
Rio Grande do Norte;2011;50 a 54 anos;82806;5
Rio Grande do Norte;2011;55 a 59 anos;64790;1
Rio Grande do Norte;2012;10 a 14 anos;141288;569
Rio Grande do Norte;2012;15 a 19 anos;148080;9263
Rio Grande do Norte;2012;20 a 24 anos;154443;12440
Rio Grande do Norte;2012;25 a 29 anos;152114;11833
Rio Grande do Norte;2012;30 a 34 anos;137415;8517
Rio Grande do Norte;2012;35 a 39 anos;121103;3813
Rio Grande do Norte;2012;40 a 44 anos;114391;1016
Rio Grande do Norte;2012;45 a 49 anos;107060;74
Rio Grande do Norte;2012;50 a 54 anos;87308;3
Rio Grande do Norte;2012;55 a 59 anos;67131;0
Rio Grande do Norte;2013;10 a 14 anos;138352;544
Rio Grande do Norte;2013;15 a 19 anos;147955;9282
Rio Grande do Norte;2013;20 a 24 anos;152357;11952
Rio Grande do Norte;2013;25 a 29 anos;154077;11751
Rio Grande do Norte;2013;30 a 34 anos;140692;8623
Rio Grande do Norte;2013;35 a 39 anos;124095;4027
Rio Grande do Norte;2013;40 a 44 anos;114709;1031
Rio Grande do Norte;2013;45 a 49 anos;109248;53
Rio Grande do Norte;2013;50 a 54 anos;91908;3
Rio Grande do Norte;2013;55 a 59 anos;70006;0
Rio Grande do Norte;2014;10 a 14 anos;135523;509
Rio Grande do Norte;2014;15 a 19 anos;147463;9193
Rio Grande do Norte;2014;20 a 24 anos;150405;12105
Rio Grande do Norte;2014;25 a 29 anos;155301;12134
Rio Grande do Norte;2014;30 a 34 anos;143797;9213
Rio Grande do Norte;2014;35 a 39 anos;127333;4274
Rio Grande do Norte;2014;40 a 44 anos;115348;1118
Rio Grande do Norte;2014;45 a 49 anos;110985;84
Rio Grande do Norte;2014;50 a 54 anos;96195;5
Rio Grande do Norte;2014;55 a 59 anos;73334;0
Rio Grande do Norte;2015;10 a 14 anos;133740;578
Rio Grande do Norte;2015;15 a 19 anos;146254;8941
Rio Grande do Norte;2015;20 a 24 anos;148994;12097
Rio Grande do Norte;2015;25 a 29 anos;155617;12547
Rio Grande do Norte;2015;30 a 34 anos;146640;9466
Rio Grande do Norte;2015;35 a 39 anos;130639;4733
Rio Grande do Norte;2015;40 a 44 anos;116610;1100
Rio Grande do Norte;2015;45 a 49 anos;112342;61
Rio Grande do Norte;2015;50 a 54 anos;99909;2
Rio Grande do Norte;2015;55 a 59 anos;77030;1
Rio Grande do Norte;2016;10 a 14 anos;132444;484
Rio Grande do Norte;2016;15 a 19 anos;144375;8337
Rio Grande do Norte;2016;20 a 24 anos;148071;11784
Rio Grande do Norte;2016;25 a 29 anos;155052;10967
Rio Grande do Norte;2016;30 a 34 anos;149228;8730
Rio Grande do Norte;2016;35 a 39 anos;134000;4457
Rio Grande do Norte;2016;40 a 44 anos;118463;1079
Rio Grande do Norte;2016;45 a 49 anos;113291;69
Rio Grande do Norte;2016;50 a 54 anos;103097;2
Rio Grande do Norte;2016;55 a 59 anos;81080;0
Rio Grande do Norte;2017;10 a 14 anos;130941;410
Rio Grande do Norte;2017;15 a 19 anos;141588;7909
Rio Grande do Norte;2017;20 a 24 anos;147721;11935
Rio Grande do Norte;2017;25 a 29 anos;153531;11000
Rio Grande do Norte;2017;30 a 34 anos;151618;9275
Rio Grande do Norte;2017;35 a 39 anos;137356;4935
Rio Grande do Norte;2017;40 a 44 anos;120943;1177
Rio Grande do Norte;2017;45 a 49 anos;113774;63
Rio Grande do Norte;2017;50 a 54 anos;105771;4
Rio Grande do Norte;2017;55 a 59 anos;85501;0
Rio Grande do Norte;2018;10 a 14 anos;129588;433
Rio Grande do Norte;2018;15 a 19 anos;138653;7430
Rio Grande do Norte;2018;20 a 24 anos;147608;11786
Rio Grande do Norte;2018;25 a 29 anos;151469;11463
Rio Grande do Norte;2018;30 a 34 anos;153586;10392
Rio Grande do Norte;2018;35 a 39 anos;140624;5759
Rio Grande do Norte;2018;40 a 44 anos;123924;1300
Rio Grande do Norte;2018;45 a 49 anos;114103;74
Rio Grande do Norte;2018;50 a 54 anos;107947;3
Rio Grande do Norte;2018;55 a 59 anos;90013;1
Rio Grande do Norte;2019;10 a 14 anos;128654;381
Rio Grande do Norte;2019;15 a 19 anos;135825;6604
Rio Grande do Norte;2019;20 a 24 anos;147125;10827
Rio Grande do Norte;2019;25 a 29 anos;149541;10386
Rio Grande do Norte;2019;30 a 34 anos;154817;9533
Rio Grande do Norte;2019;35 a 39 anos;143723;5500
Rio Grande do Norte;2019;40 a 44 anos;127145;1312
Rio Grande do Norte;2019;45 a 49 anos;114751;77
Rio Grande do Norte;2019;50 a 54 anos;109676;1
Rio Grande do Norte;2019;55 a 59 anos;94226;1
Paraíba;2011;10 a 14 anos;172662;620
Paraíba;2011;15 a 19 anos;176694;11192
Paraíba;2011;20 a 24 anos;176577;16073
Paraíba;2011;25 a 29 anos;170326;14593
Paraíba;2011;30 a 34 anos;158327;9764
Paraíba;2011;35 a 39 anos;139883;4442
Paraíba;2011;40 a 44 anos;130998;1083
Paraíba;2011;45 a 49 anos;117212;87
Paraíba;2011;50 a 54 anos;96610;5
Paraíba;2011;55 a 59 anos;82794;1
Paraíba;2012;10 a 14 anos;170781;606
Paraíba;2012;15 a 19 anos;175821;10942
Paraíba;2012;20 a 24 anos;175477;15162
Paraíba;2012;25 a 29 anos;171092;14067
Paraíba;2012;30 a 34 anos;160793;9963
Paraíba;2012;35 a 39 anos;143308;4455
Paraíba;2012;40 a 44 anos;131983;1109
Paraíba;2012;45 a 49 anos;120322;81
Paraíba;2012;50 a 54 anos;100255;3
Paraíba;2012;55 a 59 anos;84272;1
Paraíba;2013;10 a 14 anos;168185;571
Paraíba;2013;15 a 19 anos;174934;10945
Paraíba;2013;20 a 24 anos;174303;14734
Paraíba;2013;25 a 29 anos;171502;14147
Paraíba;2013;30 a 34 anos;162819;10308
Paraíba;2013;35 a 39 anos;147144;4758
Paraíba;2013;40 a 44 anos;132815;1110
Paraíba;2013;45 a 49 anos;123143;96
Paraíba;2013;50 a 54 anos;104157;2
Paraíba;2013;55 a 59 anos;86017;0
Paraíba;2014;10 a 14 anos;165296;587
Paraíba;2014;15 a 19 anos;173882;10718
Paraíba;2014;20 a 24 anos;173198;14548
Paraíba;2014;25 a 29 anos;171471;14338
Paraíba;2014;30 a 34 anos;164518;10622
Paraíba;2014;35 a 39 anos;150904;5033
Paraíba;2014;40 a 44 anos;134077;1230
Paraíba;2014;45 a 49 anos;125560;65
Paraíba;2014;50 a 54 anos;107987;6
Paraíba;2014;55 a 59 anos;88181;1
