UF;Ano;Idade;Mulheres;Filhos tidos no ultimo ano
Acre;2011;50 a 54 anos;13646;1,000108879
Acre;2011;55 a 59 anos;10828;5,000544395
Acre;2012;10 a 14 anos;45159;337
Acre;2012;15 a 19 anos;40871;4331
Acre;2012;20 a 24 anos;36492;4675
Acre;2012;25 a 29 anos;34928;3813
Acre;2012;30 a 34 anos;32282;2662
Acre;2012;35 a 39 anos;26440;1198
Acre;2012;40 a 44 anos;21670;338
Acre;2012;45 a 49 anos;17430;23
Acre;2012;50 a 54 anos;14060;9
Acre;2012;55 a 59 anos;11297;0
Acre;2013;10 a 14 anos;45563;292
Acre;2013;15 a 19 anos;41857;4591
Acre;2013;20 a 24 anos;37139;4787
Acre;2013;25 a 29 anos;34971;3781
Acre;2013;30 a 34 anos;33082;2698
Acre;2013;35 a 39 anos;27682;1200
Acre;2013;40 a 44 anos;22323;339
Acre;2013;45 a 49 anos;18310;25
Acre;2013;50 a 54 anos;14485;4
Acre;2013;55 a 59 anos;11768;2
Acre;2014;10 a 14 anos;45634;314,017596
Acre;2014;15 a 19 anos;42782;4595,257495
Acre;2014;20 a 24 anos;37880;4705,263659
Acre;2014;25 a 29 anos;35069;3648,204427
Acre;2014;30 a 34 anos;33728;2801,156963
Acre;2014;35 a 39 anos;28894;1409,078958
Acre;2014;40 a 44 anos;23063;338,0189409
Acre;2014;45 a 49 anos;19181;26,00145699
Acre;2014;50 a 54 anos;14975;6,000336229
Acre;2014;55 a 59 anos;12229;3,000168114
Acre;2015;10 a 14 anos;45744;319,0360982
Acre;2015;15 a 19 anos;43582;4481,507073
Acre;2015;20 a 24 anos;38691;4663,527668
Acre;2015;25 a 29 anos;35314;3655,413602
Acre;2015;30 a 34 anos;34215;2732,309155
Acre;2015;35 a 39 anos;29994;1406,159104
Acre;2015;40 a 44 anos;23952;387,0437931
Acre;2015;45 a 49 anos;19991;27,00305534
Acre;2015;50 a 54 anos;15568;3,000339482
Acre;2015;55 a 59 anos;12685;1,000113161
Acre;2016;10 a 14 anos;45714;320,0783881
Acre;2016;15 a 19 anos;44339;3994,978382
Acre;2016;20 a 24 anos;39572;4403,078327
Acre;2016;25 a 29 anos;35697;3288,805438
Acre;2016;30 a 34 anos;34532;2570,629555
Acre;2016;35 a 39 anos;31003;1369,335354
Acre;2016;40 a 44 anos;24974;361,0884316
Acre;2016;45 a 49 anos;20745;21,00514422
Acre;2016;50 a 54 anos;16262;4,000979852
Acre;2016;55 a 59 anos;13123;0
Acre;2017;10 a 14 anos;45432;297,2093884
Acre;2017;15 a 19 anos;44938;4065,864462
Acre;2017;20 a 24 anos;40535;4550,205687
Acre;2017;25 a 29 anos;36222;3501,466835
Acre;2017;30 a 34 anos;34672;2703,904941
Acre;2017;35 a 39 anos;31919;1482,044122
Acre;2017;40 a 44 anos;26142;398,2805946
Acre;2017;45 a 49 anos;21413;30,02115034
Acre;2017;50 a 54 anos;17067;4,002820046
Acre;2017;55 a 59 anos;13536;0
Acre;2018;10 a 14 anos;45195;317,0734647
Acre;2018;15 a 19 anos;45347;4069,94299
Acre;2018;20 a 24 anos;41526;4492,040788
Acre;2018;25 a 29 anos;36873;3626,840324
Acre;2018;30 a 34 anos;34721;2700,625724
Acre;2018;35 a 39 anos;32723;1619,375203
Acre;2018;40 a 44 anos;27380;400,0926999
Acre;2018;45 a 49 anos;22063;36,00834299
Acre;2018;50 a 54 anos;17937;1,00023175
Acre;2018;55 a 59 anos;13959;1,00023175
Acre;2019;10 a 14 anos;44941;258,0151346
Acre;2019;15 a 19 anos;45423;3874,227254
Acre;2019;20 a 24 anos;42454;4539,266264
Acre;2019;25 a 29 anos;37617;3617,212178
Acre;2019;30 a 34 anos;34826;2694,158034
Acre;2019;35 a 39 anos;33374;1595,093565
Acre;2019;40 a 44 anos;28590;428,0251071
Acre;2019;45 a 49 anos;22798;36,00211181
Acre;2019;50 a 54 anos;18800;6,000351968
Acre;2019;55 a 59 anos;14442;0
Amazonas;2011;10 a 14 anos;200297;1402
Amazonas;2011;15 a 19 anos;187972;18911
Amazonas;2011;20 a 24 anos;173871;21757
Amazonas;2011;25 a 29 anos;166361;16981
Amazonas;2011;30 a 34 anos;149379;10660
Amazonas;2011;35 a 39 anos;122571;4713
Amazonas;2011;40 a 44 anos;98794;1213
Amazonas;2011;45 a 49 anos;80999;120
Amazonas;2011;50 a 54 anos;65651;14
Amazonas;2011;55 a 59 anos;50818;4
Amazonas;2012;10 a 14 anos;198589;1412
Amazonas;2012;15 a 19 anos;192037;19426
Amazonas;2012;20 a 24 anos;176392;21435
Amazonas;2012;25 a 29 anos;167923;16943
Amazonas;2012;30 a 34 anos;153621;11005
Amazonas;2012;35 a 39 anos;127883;5038
Amazonas;2012;40 a 44 anos;102789;1341
Amazonas;2012;45 a 49 anos;83850;112
Amazonas;2012;50 a 54 anos;68299;14
Amazonas;2012;55 a 59 anos;53219;0
Amazonas;2013;10 a 14 anos;195603;1534,058597
Amazonas;2013;15 a 19 anos;195931;19970,76283
Amazonas;2013;20 a 24 anos;179178;21887,83605
Amazonas;2013;25 a 29 anos;169194;16969,64819
Amazonas;2013;30 a 34 anos;157464;11478,43844
Amazonas;2013;35 a 39 anos;133276;5221,199435
Amazonas;2013;40 a 44 anos;107008;1361,051988
Amazonas;2013;45 a 49 anos;86836;95,00362886
Amazonas;2013;50 a 54 anos;70964;21,00080217
Amazonas;2013;55 a 59 anos;55673;1,000038199
Amazonas;2014;10 a 14 anos;192086;1432,640016
Amazonas;2014;15 a 19 anos;198715;20094,97721
Amazonas;2014;20 a 24 anos;182244;22556,07667
Amazonas;2014;25 a 29 anos;170641;17229,69717
Amazonas;2014;30 a 34 anos;160775;12082,39768
Amazonas;2014;35 a 39 anos;138488;5630,51537
Amazonas;2014;40 a 44 anos;111496;1438,642698
Amazonas;2014;45 a 49 anos;90056;109,0487163
Amazonas;2014;50 a 54 anos;73645;8,003575508
Amazonas;2014;55 a 59 anos;58171;1,000446938
Amazonas;2015;10 a 14 anos;190174;1415,498346
Amazonas;2015;15 a 19 anos;199839;19613,90535
Amazonas;2015;20 a 24 anos;185547;22403,8876
Amazonas;2015;25 a 29 anos;172564;16749,89704
Amazonas;2015;30 a 34 anos;163501;11939,20336
Amazonas;2015;35 a 39 anos;143339;5774,032829
Amazonas;2015;40 a 44 anos;116258;1498,527578
Amazonas;2015;45 a 49 anos;93574;117,041206
Amazonas;2015;50 a 54 anos;76345;14,00493063
Amazonas;2015;55 a 59 anos;60715;4,001408752
Amazonas;2016;10 a 14 anos;189040;1288,101415
Amazonas;2016;15 a 19 anos;200417;17996,41689
Amazonas;2016;20 a 24 anos;189137;21666,70586
Amazonas;2016;25 a 29 anos;174831;15909,25257
Amazonas;2016;30 a 34 anos;165665;11757,92572
Amazonas;2016;35 a 39 anos;147862;5908,465185
Amazonas;2016;40 a 44 anos;121274;1537,12102
Amazonas;2016;45 a 49 anos;97339;132,0103934
Amazonas;2016;50 a 54 anos;79097;9,000708643
Amazonas;2016;55 a 59 anos;63287;1,000078738
Amazonas;2017;10 a 14 anos;189549;1245,048184
Amazonas;2017;15 a 19 anos;198717;18161,70287
Amazonas;2017;20 a 24 anos;193175;21761,8422
Amazonas;2017;25 a 29 anos;177328;16170,62581
Amazonas;2017;30 a 34 anos;167239;11851,45866
Amazonas;2017;35 a 39 anos;152092;6549,253461
Amazonas;2017;40 a 44 anos;126551;1634,063239
Amazonas;2017;45 a 49 anos;101296;131,00507
Amazonas;2017;50 a 54 anos;81914;12,00046443
Amazonas;2017;55 a 59 anos;65880;1,000038702
Amazonas;2018;10 a 14 anos;191268;1247,160853
Amazonas;2018;15 a 19 anos;195740;17759,29052
Amazonas;2018;20 a 24 anos;197040;21904,82519
Amazonas;2018;25 a 29 anos;180092;15871,04698
Amazonas;2018;30 a 34 anos;168519;12186,57177
Amazonas;2018;35 a 39 anos;155933;6679,86154
Amazonas;2018;40 a 44 anos;131906;1745,225092
Amazonas;2018;45 a 49 anos;105479;126,016253
Amazonas;2018;50 a 54 anos;84861;13,0016769
Amazonas;2018;55 a 59 anos;68492;0
Amazonas;2019;10 a 14 anos;194097;1240,128681
Amazonas;2019;15 a 19 anos;192235;17168,7815
Amazonas;2019;20 a 24 anos;199799;21660,24755
Amazonas;2019;25 a 29 anos;183132;16487,71083
Amazonas;2019;30 a 34 anos;169975;11779,22226
Amazonas;2019;35 a 39 anos;159243;6885,71449
Amazonas;2019;40 a 44 anos;137089;1736,180153
Amazonas;2019;45 a 49 anos;109920;131,0135945
Amazonas;2019;50 a 54 anos;88045;5,000518874
Amazonas;2019;55 a 59 anos;71117;4,000415099
Roraima;2011;10 a 14 anos;25997;173
Roraima;2011;15 a 19 anos;24145;2307
Roraima;2011;20 a 24 anos;22411;2890
Roraima;2011;25 a 29 anos;22417;2399
Roraima;2011;30 a 34 anos;19794;1359
Roraima;2011;35 a 39 anos;15774;629
Roraima;2011;40 a 44 anos;12846;162
Roraima;2011;45 a 49 anos;10882;11
Roraima;2011;50 a 54 anos;8606;1
Roraima;2011;55 a 59 anos;6371;1
Roraima;2012;10 a 14 anos;25757;242
Roraima;2012;15 a 19 anos;24847;2516
Roraima;2012;20 a 24 anos;22830;3000
Roraima;2012;25 a 29 anos;22598;2452
Roraima;2012;30 a 34 anos;20687;1631
Roraima;2012;35 a 39 anos;16604;699
Roraima;2012;40 a 44 anos;13310;187
Roraima;2012;45 a 49 anos;11234;13
Roraima;2012;50 a 54 anos;9042;1
Roraima;2012;55 a 59 anos;6749;0
Roraima;2013;10 a 14 anos;25432;224,0830168
Roraima;2013;15 a 19 anos;25541;2521,934309
Roraima;2013;20 a 24 anos;23305;3073,138516
Roraima;2013;25 a 29 anos;22685;2388,885018
Roraima;2013;30 a 34 anos;21523;1580,585565
Roraima;2013;35 a 39 anos;17486;796,295006
Roraima;2013;40 a 44 anos;13826;193,0715278
Roraima;2013;45 a 49 anos;11575;15,00555916
Roraima;2013;50 a 54 anos;9481;4,001482442
Roraima;2013;55 a 59 anos;7134;0
Roraima;2014;10 a 14 anos;25312;203,2013707
Roraima;2014;15 a 19 anos;26082;2663,639643
Roraima;2014;20 a 24 anos;23825;3113,085039
Roraima;2014;25 a 29 anos;22814;2393,37181
Roraima;2014;30 a 34 anos;22221;1719,704211
Roraima;2014;35 a 39 anos;18388;796,7896113
Roraima;2014;40 a 44 anos;14413;192,190459
Roraima;2014;45 a 49 anos;11930;17,01686356
Roraima;2014;50 a 54 anos;9905;1,000991974
Roraima;2014;55 a 59 anos;7529;0
Roraima;2015;10 a 14 anos;25066;228,18
Roraima;2015;15 a 19 anos;26394;2553,013947
Roraima;2015;20 a 24 anos;24394;3156,49
Roraima;2015;25 a 29 anos;23113;2523,991053
Roraima;2015;30 a 34 anos;22766;1841,452632
Roraima;2015;35 a 39 anos;19301;877,6923684
Roraima;2015;40 a 44 anos;15099;204,1610526
Roraima;2015;45 a 49 anos;12332;22,01736842
Roraima;2015;50 a 54 anos;10305;2,001578947
Roraima;2015;55 a 59 anos;7934;0
Roraima;2016;10 a 14 anos;24858;234,1030202
Roraima;2016;15 a 19 anos;26510;2574,132782
Roraima;2016;20 a 24 anos;25063;3087,358633
Roraima;2016;25 a 29 anos;23599;2441,074227
Roraima;2016;30 a 34 anos;23218;1824,803029
Roraima;2016;35 a 39 anos;20258;947,4169235
Roraima;2016;40 a 44 anos;15900;232,1021396
Roraima;2016;45 a 49 anos;12801;19,00836489
Roraima;2016;50 a 54 anos;10699;2,000880514
Roraima;2016;55 a 59 anos;8360;0
Roraima;2017;10 a 14 anos;25090;195,0333106
Roraima;2017;15 a 19 anos;26402;2494,426033
Roraima;2017;20 a 24 anos;26168;3191,545097
Roraima;2017;25 a 29 anos;24835;2627,448753
Roraima;2017;30 a 34 anos;23929;1937,330885
Roraima;2017;35 a 39 anos;21555;978,1670653
Roraima;2017;40 a 44 anos;16998;264,0450974
Roraima;2017;45 a 49 anos;13514;19,00324564
Roraima;2017;50 a 54 anos;11163;2,000341647
Roraima;2017;55 a 59 anos;8869;1,000170823
Roraima;2018;10 a 14 anos;25531;228,5148664
Roraima;2018;15 a 19 anos;26315;2821,356793
Roraima;2018;20 a 24 anos;27541;3759,470455
Roraima;2018;25 a 29 anos;26729;2969,691005
Roraima;2018;30 a 34 anos;25122;2107,748965
Roraima;2018;35 a 39 anos;23180;1120,524652
Roraima;2018;40 a 44 anos;18436;283,6390666
Roraima;2018;45 a 49 anos;14504;17,03838916
Roraima;2018;50 a 54 anos;11755;5,01129093
Roraima;2018;55 a 59 anos;9463;2,004516372
Roraima;2019;10 a 14 anos;25837;193,2915408
Roraima;2019;15 a 19 anos;26391;3017,55136
Roraima;2019;20 a 24 anos;28616;4257,42145
Roraima;2019;25 a 29 anos;28434;3200,827795
Roraima;2019;30 a 34 anos;26453;2214,339879
Roraima;2019;35 a 39 anos;24688;1312,980363
Roraima;2019;40 a 44 anos;19920;362,5468278
Roraima;2019;45 a 49 anos;15555;23,0347432
Roraima;2019;50 a 54 anos;12410;4,006042296
Roraima;2019;55 a 59 anos;10047;0
Pará;2011;10 a 14 anos;414928;2247,015985
Pará;2011;15 a 19 anos;398476;36382,25883
Pará;2011;20 a 24 anos;380038;45173,32137
Pará;2011;25 a 29 anos;364127;31395,22335
Pará;2011;30 a 34 anos;321187;16502,1174
Pará;2011;35 a 39 anos;267326;6837,048639
Pará;2011;40 a 44 anos;223792;1853,013183
Pará;2011;45 a 49 anos;182720;148,0010529
Pará;2011;50 a 54 anos;152069;23,00016363
Pará;2011;55 a 59 anos;122325;4,000028457
Pará;2012;10 a 14 anos;411668;2311
Pará;2012;15 a 19 anos;402489;35223
Pará;2012;20 a 24 anos;381713;42939
Pará;2012;25 a 29 anos;367241;29805
Pará;2012;30 a 34 anos;330998;17035
Pará;2012;35 a 39 anos;276877;6986
Pará;2012;40 a 44 anos;230902;1770
Pará;2012;45 a 49 anos;189705;149
Pará;2012;50 a 54 anos;156539;16
Pará;2012;55 a 59 anos;127338;1
Pará;2013;10 a 14 anos;407741;2296,016682
Pará;2013;15 a 19 anos;406576;35379,25705
Pará;2013;20 a 24 anos;383554;42720,31039
Pará;2013;25 a 29 anos;369188;30456,22128
Pará;2013;30 a 34 anos;340242;17588,12779
Pará;2013;35 a 39 anos;286833;7184,052197
Pará;2013;40 a 44 anos;238064;1844,013398
Pará;2013;45 a 49 anos;197159;153,0011117
Pará;2013;50 a 54 anos;161064;8,000058126
Pará;2013;55 a 59 anos;132282;4,000029063
Pará;2014;10 a 14 anos;403957;2265,096032
Pará;2014;15 a 19 anos;409548;36335,5405
Pará;2014;20 a 24 anos;385785;43267,83441
Pará;2014;25 a 29 anos;370763;31103,31867
Pará;2014;30 a 34 anos;348255;18775,79603
Pará;2014;35 a 39 anos;296935;7692,326128
Pará;2014;40 a 44 anos;245699;1910,080981
Pará;2014;45 a 49 anos;204695;143,006063
Pará;2014;50 a 54 anos;166015;27,00114475
Pará;2014;55 a 59 anos;137118;1,000042398
Pará;2015;10 a 14 anos;400297;2211,10934
Pará;2015;15 a 19 anos;410674;35333,74727
Pará;2015;20 a 24 anos;388480;43034,12805
Pará;2015;25 a 29 anos;372502;30994,53269
Pará;2015;30 a 34 anos;354652;19519,96527
Pará;2015;35 a 39 anos;306964;8331,411992
Pará;2015;40 a 44 anos;254045;1940,095939
Pará;2015;45 a 49 anos;212087;177,0087532
Pará;2015;50 a 54 anos;171613;14,00069234
Pará;2015;55 a 59 anos;141840;0
Pará;2016;10 a 14 anos;398343;2139,063052
Pará;2016;15 a 19 anos;409700;32727,96471
Pará;2016;20 a 24 anos;391758;41620,22682
Pará;2016;25 a 29 anos;374290;29833,8794
Pará;2016;30 a 34 anos;359478;18886,55671
Pará;2016;35 a 39 anos;316884;8331,245577
Pará;2016;40 a 44 anos;263002;1992,058719
Pará;2016;45 a 49 anos;219359;155,004569
Pará;2016;50 a 54 anos;177834;12,00035373
Pará;2016;55 a 59 anos;146434;2,000058955
Pará;2017;10 a 14 anos;396786;1830,026796
Pará;2017;15 a 19 anos;406537;31403,45981
Pará;2017;20 a 24 anos;395870;41481,60738
Pará;2017;25 a 29 anos;376063;30426,44551
Pará;2017;30 a 34 anos;362662;19860,2908
Pará;2017;35 a 39 anos;326695;9210,134856
Pará;2017;40 a 44 anos;272531;2200,032213
Pará;2017;45 a 49 anos;226433;163,0023867
Pará;2017;50 a 54 anos;184739;13,00019035
Pará;2017;55 a 59 anos;150847;4,000058569
Pará;2018;10 a 14 anos;394666;1828,013109
Pará;2018;15 a 19 anos;402708;30858,2213
Pará;2018;20 a 24 anos;400057;42061,30164
Pará;2018;25 a 29 anos;377998;31574,22643
Pará;2018;30 a 34 anos;364684;20724,14862
Pará;2018;35 a 39 anos;335948;9888,070912
Pará;2018;40 a 44 anos;282459;2329,016702
Pará;2018;45 a 49 anos;233560;155,0011116
Pará;2018;50 a 54 anos;192104;15,00010757
Pará;2018;55 a 59 anos;155315;3,000021514
Pará;2019;10 a 14 anos;391034;1766,051918
Pará;2019;15 a 19 anos;399021;28975,85183
Pará;2019;20 a 24 anos;403129;40364,18662
Pará;2019;25 a 29 anos;380322;31333,92115
Pará;2019;30 a 34 anos;366333;20617,60611
Pará;2019;35 a 39 anos;343981;10379,30513
Pará;2019;40 a 44 anos;292533;2432,071498
Pará;2019;45 a 49 anos;241158;168,004939
Pará;2019;50 a 54 anos;199554;24,00070557
Pará;2019;55 a 59 anos;160196;1,000029399
Amapá;2011;10 a 14 anos;40465;284,0176288
Amapá;2011;15 a 19 anos;38007;3914,242955
Amapá;2011;20 a 24 anos;35618;4601,285599
Amapá;2011;25 a 29 anos;33866;3629,225264
Amapá;2011;30 a 34 anos;29681;2284,141775
Amapá;2011;35 a 39 anos;24905;1062,065922
Amapá;2011;40 a 44 anos;19664;308,0191186
Amapá;2011;45 a 49 anos;15094;27,00167598
Amapá;2011;50 a 54 anos;11832;0
Amapá;2011;55 a 59 anos;8834;1,000062073
Amapá;2012;10 a 14 anos;40844;268
Amapá;2012;15 a 19 anos;38852;3943
Amapá;2012;20 a 24 anos;36345;4507
Amapá;2012;25 a 29 anos;34563;3546
Amapá;2012;30 a 34 anos;30849;2264
