UF;Ano;10;15;20;25;30;35;40;45;50;55
Rondonia;2011;291;6034;8561;6969;3923;1544;280;21;1;1
Rondonia;2012;269;5658;8013;6612;4135;1512;303;17;1;0
Rondonia;2013;241;5675;7976;6792;4434;1668;346;25;2;1
Rondonia;2014;305;5538;8135;6825;4568;1798;413;15;0;1
Rondonia;2015;234;5391;8040;6989;4782;2019;412;21;1;0
Rondonia;2016;257;5089;7722;6687;4511;2010;412;15;2;0
Rondonia;2017;231;4825;7869;6938;4924;2269;438;27;0;2
Rondonia;2018;222;4670;7865;7198;5107;2516;488;27;0;0
Rondonia;2019;193;4326;7304;6990;4976;2579;547;18;4;0
Piaui;2011;651;10796;16014;13434;7859;3231;826;69;7;2
Piaui;2012;595;10432;14840;12686;7659;3351;825;52;7;2
Piaui;2013;592;10067;13543;12500;8080;3354;792;76;7;2
Piaui;2014;555;10502;13377;12896;8483;3693;879;66;4;2
Piaui;2015;614;10573;13410;13034;9176;3976;873;54;4;0
Piaui;2016;600;10069;13068;11971;8888;4108;927;53;6;1
Piaui;2017;562;9771;13301;12412;9685;4401;959;54;2;0
Piaui;2018;491;9528;13528;12269;10204;5051;1117;55;4;0
Piaui;2019;434;8719;13015;11686;10156;5173;1197;73;10;0
Roraima;2011;173;2307;2890;2399;1359;629;162;11;1;1
Roraima;2012;242;2516;3000;2452;1631;699;187;13;1;0
Roraima;2013;224;2522;3073;2389;1581;796;193;15;4;0
Roraima;2014;203;2664;3113;2393;1720;797;192;17;1;0
Roraima;2015;228;2553;3156;2524;1841;878;204;22;2;0
Roraima;2016;234;2574;3087;2441;1825;947;232;19;2;0
Roraima;2017;195;2494;3192;2627;1937;978;264;19;2;1
Roraima;2018;229;2821;3759;2970;2108;1121;284;17;5;2
Roraima;2019;193;3018;4257;3201;2214;1313;363;23;4;0
Acre;2011;374;4574;5079;4054;2667;1253;329;34;1;5
Acre;2012;337;4331;4675;3813;2662;1198;338;23;9;0
Acre;2013;292;4591;4787;3781;2698;1200;339;25;4;2
Acre;2014;314;4595;4705;3648;2801;1409;338;26;6;3
Acre;2015;319;4482;4664;3655;2732;1406;387;27;3;1
Acre;2016;320;3995;4403;3289;2571;1369;361;21;4;0
Acre;2017;297;4066;4550;3501;2704;1482;398;30;4;0
Acre;2018;317;4070;4492;3627;2701;1619;400;36;1;1
Acre;2019;258;3874;4539;3617;2694;1595;428;36;6;0
Alagoas;2011;881;12541;15538;12419;7497;3345;846;82;5;0
Alagoas;2012;937;12572;14329;11832;7445;3438;907;68;5;0
Alagoas;2013;919;12904;13997;11510;7702;3501;885;68;3;1
Alagoas;2014;832;12581;13635;11799;7585;3580;798;75;3;0
Alagoas;2015;813;12780;13995;11461;7950;3799;909;58;7;2
Alagoas;2016;725;11427;13464;10008;7419;3449;840;45;3;0
Alagoas;2017;709;11458;14160;10752;7851;3785;983;42;3;1
Alagoas;2018;646;11139;14560;11422;8708;4437;1020;71;1;0
Alagoas;2019;606;10008;14151;10759;8429;4558;1057;66;3;0
Amapá;2011;284;3914;4601;3629;2284;1062;308;27;0;1
Amapá;2012;268;3943;4507;3546;2264;1069;305;18;3;1
Amapá;2013;302;4090;4786;3637;2481;1203;315;25;1;0
Amapá;2014;316;4323;4927;3820;2575;1207;362;34;0;1
Amapá;2015;281;4141;4651;3691;2641;1323;347;22;2;0
Amapá;2016;242;4015;4663;3614;2582;1361;348;24;0;0
Amapá;2017;244;3765;4509;3655;2713;1449;432;26;1;0
Amapá;2018;240;3863;4834;3720;2771;1580;393;37;1;0
Amapá;2019;216;3494;4711;3682;2789;1539;443;24;1;2
Amazonas;2011;1402;18911;21757;16981;10660;4713;1213;120;14;4
Amazonas;2012;1412;19426;21435;16943;11005;5038;1341;112;14;0
Amazonas;2013;1534;19971;21888;16970;11478;5221;1361;95;21;1
Amazonas;2014;1433;20095;22556;17230;12082;5631;1439;109;8;1
Amazonas;2015;1415;19614;22404;16750;11939;5774;1499;117;14;4
Amazonas;2016;1288;17996;21667;15909;11758;5908;1537;132;9;1
Amazonas;2017;1245;18162;21762;16171;11851;6549;1634;131;12;1
Amazonas;2018;1247;17759;21905;15871;12187;6680;1745;126;13;0
Amazonas;2019;1240;17169;21660;16488;11779;6886;1736;131;5;4
Bahia;2011;2534;43428;56293;53170;35959;16178;4425;325;30;2
Bahia;2012;2511;41588;53140;50966;37464;16666;4347;360;24;4
Bahia;2013;2475;39884;49755;49004;37289;17253;4382;317;22;8
Bahia;2014;2408;39203;49100;48776;38361;18540;4577;338;22;12
Bahia;2015;2325;38601;50226;48161;39781;19828;4895;354;25;4
Bahia;2016;2162;37399;49830;45247;38181;20185;4843;343;17;6
Bahia;2017;2124;36428;50380;45770;40004;21950;5254;347;27;2
Bahia;2018;1997;34457;49140;46000;41443;23983;5935;407;29;3
Bahia;2019;1784;31530;46841;43973;39847;24321;6326;405;20;2
Ceará;2011;1410;25129;34839;31854;21865;10419;2895;243;10;1
Ceará;2012;1503;24965;33531;30817;22121;10694;2989;220;15;0
Ceará;2013;1385;24623;32482;30388;22526;10701;2705;201;13;1
Ceará;2014;1449;25196;32727;31917;22923;11392;2991;212;15;3
Ceará;2015;1420;24371;33846;32868;24559;12342;3064;229;20;2
Ceará;2016;1335;22720;33498;30189;23421;12002;3015;181;11;0
Ceará;2017;1201;21545;33517;30484;24686;12998;3201;204;15;1
Ceará;2018;1133;20486;33793;31472;26514;14367;3569;190;12;4
Ceará;2019;1013;18736;32453;30801;27175;14916;3841;212;6;3
Distrito Federal;2011;374;8382;13579;14346;11792;5851;1456;77;4;0
